name,sector,region,pos_x,pos_y,pos_z
Col 97 Sector YA-T b18-0,Col 97 Sector,Unknown,1025.75,-75.375,-1691.9375
Col 97 Sector ZU-U b4-0,Col 97 Sector,Unknown,957.8125,55.78125,-2004.125
Col 97 Sector ZW-P b7-0,Col 97 Sector,Unknown,800.53125,99.21875,-1940.53125
Col 121 Sector AA-D b1-0,Col 121 Sector,Unknown,1179.15625,-240.5,-1303.65625
Col 121 Sector AH-T c4-0,Col 121 Sector,Unknown,887.375,-289,-1136.65625
Col 121 Sector AP-U b5-0,Col 121 Sector,Unknown,1375.46875,-199.75,-1200.65625
Col 121 Sector BC-C b29-1,Col 121 Sector,Unknown,887.3125,-232.46875,-700.15625
Col 121 Sector BH-U b32-0,Col 121 Sector,Unknown,921.0625,-306.5625,-624.8125
Col 121 Sector BK-D b1-0,Col 121 Sector,Unknown,1276.5,-204.8125,-1299.53125
Col 121 Sector BL-P b21-0,Col 121 Sector,Unknown,835.6875,-324.65625,-862.9375
Col 121 Sector BV-X d1-23,Col 121 Sector,Unknown,1364.96875,-163.75,-1171.3125
Col 121 Sector BV-X d1-24,Col 121 Sector,Unknown,1351.4375,-154.625,-1174.9375
Col 121 Sector BV-Y e4,Col 121 Sector,Unknown,1284.9375,-265.5625,-1112.96875
Col 121 Sector CD-F b29-0,Col 121 Sector,Unknown,1018.1875,77.375,-701.0625
Col 121 Sector CL-X d1-10,Col 121 Sector,Unknown,1073.15625,-300.09375,-1191.34375
Col 121 Sector CQ-P b21-0,Col 121 Sector,Unknown,900.25,-302.15625,-861.03125
Col 121 Sector CQ-V c3-1,Col 121 Sector,Unknown,1364.4375,-167.78125,-1161.84375
Col 121 Sector CV-X d1-30,Col 121 Sector,Unknown,1376.09375,-172.46875,-1149.5
Col 121 Sector CW-V d2-8,Col 121 Sector,Unknown,929.15625,-207.375,-1075.6875
Col 121 Sector DG-W c2-0,Col 121 Sector,Unknown,1089.8125,-417.78125,-1200.84375
Col 121 Sector DI-H b27-5,Col 121 Sector,Unknown,927.0625,-48.25,-741.65625
Col 121 Sector DL-P b21-0,Col 121 Sector,Unknown,879.03125,-313.9375,-850.78125
Col 121 Sector DL-R b7-0,Col 121 Sector,Unknown,1357,-163.125,-1164.0625
Col 121 Sector DP-C c14-10,Col 121 Sector,Unknown,853.1875,-94.46875,-722.4375
Col 121 Sector DQ-V c3-2,Col 121 Sector,Unknown,1385,-166.71875,-1151.46875
Col 121 Sector DQ-X d1-0,Col 121 Sector,Unknown,1301.25,-208.78125,-1193.0625
Col 121 Sector DV-P b21-0,Col 121 Sector,Unknown,958.90625,-280,-863.84375
Col 121 Sector DZ-D c13-1,Col 121 Sector,Unknown,823.4375,-155.84375,-747.375
Col 121 Sector EG-P b21-0,Col 121 Sector,Unknown,861.28125,-329.21875,-852.375
Col 121 Sector EV-S b6-0,Col 121 Sector,Unknown,1390.84375,-186.9375,-1179.65625
Col 121 Sector FB-X d1-8,Col 121 Sector,Unknown,996.5,-470.6875,-1173.46875
Col 121 Sector FC-Q b7-0,Col 121 Sector,Unknown,1115.71875,-299.375,-1159.78125
Col 121 Sector FE-F c12-3,Col 121 Sector,Unknown,832.5,-283.3125,-786.0625
Col 121 Sector FM-N b22-0,Col 121 Sector,Unknown,800.84375,-343.9375,-842.9375
Col 121 Sector FM-V d2-9,Col 121 Sector,Unknown,855.53125,-367.4375,-1066.5625
Col 121 Sector FN-A b30-0,Col 121 Sector,Unknown,915.8125,-223.90625,-682.65625
Col 121 Sector FP-U c17-5,Col 121 Sector,Unknown,916.78125,-279.25,-584.15625
Col 121 Sector GB-W d2-14,Col 121 Sector,Unknown,1448.875,-143.53125,-1101.9375
Col 121 Sector GB-W d2-19,Col 121 Sector,Unknown,1420.59375,-161.4375,-1122.5625
Col 121 Sector GC-Z b2-0,Col 121 Sector,Unknown,1062.34375,-267.09375,-1263.65625
Col 121 Sector GM-N b22-0,Col 121 Sector,Unknown,819.84375,-336.71875,-844.21875
Col 121 Sector GU-D c13-0,Col 121 Sector,Unknown,871.75,-205.9375,-748.40625
Col 121 Sector GU-D c13-2,Col 121 Sector,Unknown,892.34375,-185.03125,-776.25
Col 121 Sector GU-D c13-3,Col 121 Sector,Unknown,889.15625,-186.6875,-781.5625
Col 121 Sector GU-D c13-5,Col 121 Sector,Unknown,883.09375,-192.625,-769.59375
Col 121 Sector GU-D c13-6,Col 121 Sector,Unknown,875.6875,-200.8125,-758.6875
Col 121 Sector HA-B b15-0,Col 121 Sector,Unknown,842.125,-388.875,-999.1875
Col 121 Sector HF-C c14-6,Col 121 Sector,Unknown,839.5625,-167.21875,-744.21875
Col 121 Sector HI-P b7-0,Col 121 Sector,Unknown,996.6875,-383.84375,-1159.59375
Col 121 Sector HR-J b10-0,Col 121 Sector,Unknown,1207.375,-422.1875,-1093.28125
Col 121 Sector HR-V d2-11,Col 121 Sector,Unknown,1169.96875,-298.59375,-1136.71875
Col 121 Sector HY-H b26-1,Col 121 Sector,Unknown,847.8125,-175.84375,-748.8125
Col 121 Sector IK-U c17-2,Col 121 Sector,Unknown,936.71875,-308.71875,-581.09375
Col 121 Sector IL-B b2-0,Col 121 Sector,Unknown,1295.15625,-215.53125,-1281.09375
Col 121 Sector IN-Y b15-0,Col 121 Sector,Unknown,1138.78125,-480.71875,-980.875
Col 121 Sector IR-V d2-1,Col 121 Sector,Unknown,1256.15625,-272.96875,-1120.5
Col 121 Sector IW-T c4-1,Col 121 Sector,Unknown,1420.46875,-176.65625,-1140.875
Col 121 Sector IX-T d3-13,Col 121 Sector,Unknown,913.53125,-338.0625,-1046.96875
Col 121 Sector JB-R b7-0,Col 121 Sector,Unknown,1398.28125,-185.625,-1158.125
Col 121 Sector JC-T d4-18,Col 121 Sector,Unknown,1525.78125,73.40625,-947.90625
Col 121 Sector JE-F b28-1,Col 121 Sector,Unknown,875.90625,-99.65625,-717.28125
Col 121 Sector JR-P b8-0,Col 121 Sector,Unknown,1400.84375,-164.4375,-1144.15625
Col 121 Sector JS-T e3-7,Col 121 Sector,Unknown,897.34375,-104.40625,-705.25
Col 121 Sector JV-A c15-1,Col 121 Sector,Unknown,917.15625,-100.59375,-690
Col 121 Sector JX-T d3-13,Col 121 Sector,Unknown,988.4375,-319.875,-1049.875
Col 121 Sector JX-T d3-16,Col 121 Sector,Unknown,1010.65625,-305.71875,-1060
Col 121 Sector KA-C c14-6,Col 121 Sector,Unknown,855.8125,-201.3125,-737.625
Col 121 Sector KA-C c14-7,Col 121 Sector,Unknown,856.25,-202.21875,-743.75
Col 121 Sector KI-O b8-0,Col 121 Sector,Unknown,1139.1875,-304.75,-1142.71875
Col 121 Sector KJ-G c11-2,Col 121 Sector,Unknown,943,-419.09375,-848.5
Col 121 Sector KL-Z b15-0,Col 121 Sector,Unknown,860.59375,-381.78125,-979.25
Col 121 Sector KO-P c6-2,Col 121 Sector,Unknown,894.9375,-340.5,-1053.28125
Col 121 Sector KT-P b22-3,Col 121 Sector,Unknown,861.3125,-100.125,-829.46875
Col 121 Sector KX-T d3-4,Col 121 Sector,Unknown,1084.65625,-284.65625,-1062.34375
Col 121 Sector LM-V d2-2,Col 121 Sector,Unknown,1319.375,-417.71875,-1098.53125
Col 121 Sector LN-O b8-0,Col 121 Sector,Unknown,1197.96875,-283.8125,-1131.75
Col 121 Sector LS-T d3-7,Col 121 Sector,Unknown,1045.4375,-389.21875,-1040.71875
Col 121 Sector LT-I b25-0,Col 121 Sector,Unknown,804.28125,-284.15625,-783.84375
Col 121 Sector LV-B c14-0,Col 121 Sector,Unknown,820.71875,-260.375,-741.6875
Col 121 Sector LW-Z b2-0,Col 121 Sector,Unknown,1317.96875,-203.53125,-1264.78125
Col 121 Sector MD-S d4-4,Col 121 Sector,Unknown,967.78125,-337.71875,-943.875
Col 121 Sector MG-G b13-0,Col 121 Sector,Unknown,939.84375,-221.71875,-1040.1875
Col 121 Sector MN-O b8-0,Col 121 Sector,Unknown,1229.625,-284.25,-1131.65625
Col 121 Sector MO-N b8-0,Col 121 Sector,Unknown,1016.8125,-381.65625,-1139.875
Col 121 Sector MV-B c14-4,Col 121 Sector,Unknown,861.75,-229.5625,-728.3125
Col 121 Sector ND-R c5-1,Col 121 Sector,Unknown,1062.5625,-383.28125,-1104.6875
Col 121 Sector NN-T d3-4,Col 121 Sector,Unknown,987.90625,-466.71875,-1024.3125
Col 121 Sector NN-T d3-5,Col 121 Sector,Unknown,993.5,-474.78125,-1032.40625
Col 121 Sector NT-P c6-1,Col 121 Sector,Unknown,1059.40625,-300.90625,-1063.53125
Col 121 Sector NY-R d4-11,Col 121 Sector,Unknown,887.0625,-374.65625,-982.75
Col 121 Sector OF-D c13-1,Col 121 Sector,Unknown,948.0625,-344.5625,-782.5625
Col 121 Sector PD-K b24-0,Col 121 Sector,Unknown,877.46875,-313.21875,-798.03125
Col 121 Sector PT-R e4-6,Col 121 Sector,Unknown,935.75,-281.4375,-562.53125
Col 121 Sector PW-X b16-0,Col 121 Sector,Unknown,919.6875,-351.78125,-958.8125
Col 121 Sector PX-N b9-0,Col 121 Sector,Unknown,1438.90625,-160.53125,-1123.46875
Col 121 Sector QJ-Q d5-21,Col 121 Sector,Unknown,945.96875,-293.34375,-865.75
Col 121 Sector QO-I b25-0,Col 121 Sector,Unknown,856.03125,-300.96875,-783.15625
Col 121 Sector RD-W b4-0,Col 121 Sector,Unknown,1240.96875,-224.625,-1220.3125
Col 121 Sector RN-S d4-26,Col 121 Sector,Unknown,1678.90625,-166.34375,-966.375
Col 121 Sector RT-V b4-0,Col 121 Sector,Unknown,1159.8125,-259.5,-1222.65625
Col 121 Sector RT-Y c1-1,Col 121 Sector,Unknown,1061.21875,-264.1875,-1262.4375
Col 121 Sector RU-L b9-0,Col 121 Sector,Unknown,1036.21875,-383.3125,-1121.53125
Col 121 Sector RU-N b23-2,Col 121 Sector,Unknown,887.34375,-106.375,-822.625
Col 121 Sector SC-F b14-0,Col 121 Sector,Unknown,1618.09375,-160,-1024.625
Col 121 Sector SK-N d7-14,Col 121 Sector,Unknown,921.84375,-96.21875,-690.625
Col 121 Sector SP-O d6-24,Col 121 Sector,Unknown,808,-285.3125,-799.125
Col 121 Sector SP-T b5-0,Col 121 Sector,Unknown,1019.25,-303.4375,-1204.9375
Col 121 Sector SX-X b3-0,Col 121 Sector,Unknown,1339.3125,-208.96875,-1243.5
Col 121 Sector SY-V b4-0,Col 121 Sector,Unknown,1217.125,-244.0625,-1224.1875
Col 121 Sector TF-N d7-41,Col 121 Sector,Unknown,848.625,-180.65625,-742.21875
Col 121 Sector TF-N d7-43,Col 121 Sector,Unknown,842.40625,-165.375,-744.96875
Col 121 Sector TI-M b10-0,Col 121 Sector,Unknown,1477.1875,-143.21875,-1090.0625
Col 121 Sector TR-G b12-0,Col 121 Sector,Unknown,879.53125,-362.5625,-1062.25
Col 121 Sector TU-K b10-0,Col 121 Sector,Unknown,1164.4375,-287.6875,-1099
Col 121 Sector UF-N d7-50,Col 121 Sector,Unknown,908.40625,-112.78125,-694.46875
Col 121 Sector UQ-B b30-0,Col 121 Sector,Unknown,936.625,-100.09375,-683.09375
Col 121 Sector UT-A e2,Col 121 Sector,Unknown,1207.25,-45.0625,-1243.9375
Col 121 Sector UW-G b12-0,Col 121 Sector,Unknown,950.40625,-340.90625,-1060.9375
Col 121 Sector VA-N d7-12,Col 121 Sector,Unknown,863.625,-195.53125,-743.3125
Col 121 Sector VA-N d7-2,Col 121 Sector,Unknown,881,-206.59375,-744.125
Col 121 Sector VA-N d7-38,Col 121 Sector,Unknown,849,-241.8125,-735.3125
Col 121 Sector VA-N d7-39,Col 121 Sector,Unknown,833.78125,-247.65625,-737.5
Col 121 Sector VG-H b12-0,Col 121 Sector,Unknown,1040.90625,-300.9375,-1063.40625
Col 121 Sector VH-W b17-0,Col 121 Sector,Unknown,995.8125,-342.75,-939.8125
Col 121 Sector VI-W b4-0,Col 121 Sector,Unknown,1359.3125,-203.3125,-1220.84375
Col 121 Sector VK-T b5-0,Col 121 Sector,Unknown,1046.5625,-307.0625,-1192.6875
Col 121 Sector WA-N d7-23,Col 121 Sector,Unknown,907.21875,-233.75,-691.96875
Col 121 Sector WH-F b13-0,Col 121 Sector,Unknown,939.53125,-323.03125,-1039.875
Col 121 Sector WH-W b17-0,Col 121 Sector,Unknown,1020.34375,-340.625,-943.625
Col 121 Sector WJ-Z d6,Col 121 Sector,Unknown,1099.25,-240.09375,-1253.53125
Col 121 Sector WJ-Z d7,Col 121 Sector,Unknown,1085.5,-243.09375,-1251.15625
Col 121 Sector WJ-Z d9,Col 121 Sector,Unknown,1109.4375,-244.4375,-1238.96875
Col 121 Sector WL-H b12-0,Col 121 Sector,Unknown,1105.28125,-267.09375,-1058.8125
Col 121 Sector WP-T b5-0,Col 121 Sector,Unknown,1098,-302.5625,-1186.21875
Col 121 Sector XC-Y c15-4,Col 121 Sector,Unknown,915.28125,-304.15625,-638.40625
Col 121 Sector XE-I b25-0,Col 121 Sector,Unknown,919.40625,-343.75,-781.5
Col 121 Sector XE-X c2-3,Col 121 Sector,Unknown,1253.1875,-219.15625,-1223.15625
Col 121 Sector XE-Z d8,Col 121 Sector,Unknown,989.5625,-304,-1229.0625
Col 121 Sector XF-N c7-1,Col 121 Sector,Unknown,975.125,-462.34375,-1021.25
Col 121 Sector XH-F b13-0,Col 121 Sector,Unknown,959.9375,-321.875,-1041.96875
Col 121 Sector XP-W c2-1,Col 121 Sector,Unknown,995.5625,-312.03125,-1221.90625
Col 121 Sector XT-O c7-2,Col 121 Sector,Unknown,1625.15625,-140.375,-1007.1875
Col 121 Sector XV-D b28-0,Col 121 Sector,Unknown,878.53125,-233.0625,-716.9375
Col 121 Sector YE-X c2-3,Col 121 Sector,Unknown,1285.8125,-219.65625,-1213
Col 121 Sector YG-K c9-0,Col 121 Sector,Unknown,939.8125,-342.46875,-943.375
Col 121 Sector YJ-U b5-0,Col 121 Sector,Unknown,1296.15625,-220.1875,-1201.46875
Col 121 Sector YL-T c4-2,Col 121 Sector,Unknown,874.75,-242.65625,-1109.4375
Col 121 Sector ZH-Q b35-3,Col 121 Sector,Unknown,931.125,-178.46875,-551.40625
Col 121 Sector ZO-A b16-0,Col 121 Sector,Unknown,880.34375,-261.21875,-980.84375
Col 121 Sector ZR-I c10-1,Col 121 Sector,Unknown,920.21875,-298.59375,-876.5625
Cone Sector AA-A e2,Cone Sector,Unknown,847.75,81.625,-2032.9375
Cone Sector AA-A e3,Cone Sector,Unknown,853.4375,75.28125,-2031.5
Cone Sector BA-Q b5-0,Cone Sector,Unknown,936.3125,40.25,-2020.53125
Cone Sector BB-W b2-0,Cone Sector,Unknown,831.9375,118.15625,-2083.6875
Cone Sector BH-L b8-0,Cone Sector,Unknown,819.4375,98.625,-1961.84375
Cone Sector CC-L b8-0,Cone Sector,Unknown,797.875,79.5625,-1959.75
Cone Sector CG-O b6-0,Cone Sector,Unknown,880.96875,38.03125,-2001.65625
Cone Sector CL-X b1-0,Cone Sector,Unknown,850.09375,76.875,-2102.6875
Cone Sector CM-M b7-0,Cone Sector,Unknown,796.25,39.875,-1980.90625
Cone Sector CQ-Y c0,Cone Sector,Unknown,845.6875,61.6875,-2071.4375
Cone Sector CV-Y c0,Cone Sector,Unknown,899.78125,100.15625,-2103.6875
Cone Sector DL-Y d10,Cone Sector,Unknown,863.75,74.3125,-2058.21875
Cone Sector DL-Y d11,Cone Sector,Unknown,857.15625,64.03125,-2046.71875
Cone Sector DL-Y d13,Cone Sector,Unknown,853.96875,85.40625,-2032.1875
Cone Sector DL-Y d14,Cone Sector,Unknown,857.5625,89.90625,-2032.4375
Cone Sector DL-Y d15,Cone Sector,Unknown,854.75,84.84375,-2031.71875
Cone Sector DL-Y d17,Cone Sector,Unknown,847.8125,85.375,-2030.71875
Cone Sector DL-Y d9,Cone Sector,Unknown,868.46875,89.25,-2057.125
Cone Sector EL-Y d4,Cone Sector,Unknown,896.25,104.96875,-2079
Cone Sector EL-Y d5,Cone Sector,Unknown,901.375,87.78125,-2083.21875
Cone Sector EL-Y d6,Cone Sector,Unknown,933.1875,58,-2029.90625
Cone Sector EL-Y d7,Cone Sector,Unknown,933.125,63.625,-2032.75
Cone Sector EM-M b7-0,Cone Sector,Unknown,853.3125,52.40625,-1966.5625
Cone Sector EQ-Y c0,Cone Sector,Unknown,898.53125,59.15625,-2100.125
Cone Sector EQ-Y c1,Cone Sector,Unknown,920.78125,62.15625,-2078.625
Cone Sector FC-L b8-0,Cone Sector,Unknown,855.875,78.03125,-1954.0625
Cone Sector FL-X b1-0,Cone Sector,Unknown,901.0625,79.71875,-2102.8125
Cone Sector FL-Y c1,Cone Sector,Unknown,859.875,43.46875,-2073.4375
Cone Sector FM-M b7-0,Cone Sector,Unknown,862.09375,44.65625,-1973.875
Cone Sector FN-J b9-0,Cone Sector,Unknown,818.25,99.59375,-1944.375
Cone Sector GR-W d1-2,Cone Sector,Unknown,802.875,71.6875,-1985.53125
Cone Sector GW-W c1-1,Cone Sector,Unknown,845.96875,71.125,-2058.53125
Cone Sector GW-W c1-5,Cone Sector,Unknown,854.71875,83.875,-2025.75
Cone Sector GW-W c1-6,Cone Sector,Unknown,850.5625,83.09375,-2029.21875
Cone Sector HR-W d1-14,Cone Sector,Unknown,846.28125,83.53125,-2021.25
Cone Sector HR-W d1-15,Cone Sector,Unknown,857.84375,79.65625,-2023.8125
Cone Sector HR-W d1-16,Cone Sector,Unknown,850.625,87.15625,-2020.25
Cone Sector HR-W d1-17,Cone Sector,Unknown,856.59375,82.8125,-2022.4375
Cone Sector IR-W d1-0,Cone Sector,Unknown,897.25,63.5625,-2023.5
Cone Sector IW-W c1-1,Cone Sector,Unknown,913.34375,80.21875,-2056.03125
Cone Sector IW-W c1-2,Cone Sector,Unknown,896.53125,83.3125,-2042.1875
Cone Sector JR-V b2-0,Cone Sector,Unknown,896.96875,78.28125,-2074.4375
Cone Sector JW-V b2-0,Cone Sector,Unknown,939.625,102.28125,-2071.21875
Cone Sector MC-U b3-0,Cone Sector,Unknown,917.78125,96.90625,-2060.03125
Cone Sector MN-T c3-0,Cone Sector,Unknown,819.125,95.84375,-1979.1875
Cone Sector MY-I b9-0,Cone Sector,Unknown,837.5625,35.40625,-1941.40625
Cone Sector NC-V c2-1,Cone Sector,Unknown,939.96875,59.78125,-2018.25
Cone Sector NY-I b9-0,Cone Sector,Unknown,857.25,40.09375,-1939.34375
Cone Sector QS-T b3-0,Cone Sector,Unknown,932.25,68.34375,-2062.78125
Cone Sector SO-R c4-1,Cone Sector,Unknown,840.4375,65.34375,-1939.71875
Cone Sector TU-O b6-0,Cone Sector,Unknown,826.8125,99.625,-1991.84375
Cone Sector TY-R b4-0,Cone Sector,Unknown,900.3125,57.53125,-2032.375
Cone Sector YE-Q b5-0,Cone Sector,Unknown,920.75,60.125,-2023.5625
Cone Sector YV-M b7-0,Cone Sector,Unknown,810.125,94.34375,-1967.40625
Cone Sector ZF-O b6-0,Cone Sector,Unknown,816.71875,52.90625,-1995.75
Cone Sector ZQ-M b7-0,Cone Sector,Unknown,779.15625,59.28125,-1983.96875
Horsehead Dark Region AB-W c2-0,Horsehead Dark Sector,Unknown,481.65625,-312.5625,-1298.09375
Horsehead Dark Region AC-S b5-0,Horsehead Dark Sector,Unknown,478.375,-322.0625,-1283.8125
Horsehead Dark Region AV-Y d1,Horsehead Dark Sector,Unknown,512.59375,-414.28125,-1366.46875
Horsehead Dark Region AV-Y d8,Horsehead Dark Sector,Unknown,561.09375,-405.5,-1373.59375
Horsehead Dark Region BF-O b7-0,Horsehead Dark Sector,Unknown,781.1875,-349.5625,-1228.375
Horsehead Dark Region BL-X c1-0,Horsehead Dark Sector,Unknown,532.1875,-392.65625,-1314.90625
Horsehead Dark Region BR-U c3-11,Horsehead Dark Sector,Unknown,523.21875,-251.5,-1232.90625
Horsehead Dark Region CL-X c1-6,Horsehead Dark Sector,Unknown,549.84375,-408.34375,-1314.375
Horsehead Dark Region CL-X d1-23,Horsehead Dark Sector,Unknown,730.875,-264.625,-1253.125
Horsehead Dark Region CM-U c3-2,Horsehead Dark Sector,Unknown,459.59375,-297.71875,-1242.46875
Horsehead Dark Region CN-Q b6-0,Horsehead Dark Sector,Unknown,477.5,-298.125,-1263.1875
Horsehead Dark Region CW-V c2-0,Horsehead Dark Sector,Unknown,455.09375,-370.84375,-1267.28125
Horsehead Dark Region CX-R b5-0,Horsehead Dark Sector,Unknown,484.75,-327.03125,-1271.375
Horsehead Dark Region DL-X c1-4,Horsehead Dark Sector,Unknown,578.03125,-416.8125,-1336.09375
Horsehead Dark Region DM-U c3-0,Horsehead Dark Sector,Unknown,497.75,-304.59375,-1262.90625
Horsehead Dark Region DQ-Y d12,Horsehead Dark Sector,Unknown,596.65625,-481.6875,-1367.34375
Horsehead Dark Region DQ-Y d2,Horsehead Dark Sector,Unknown,602.90625,-473.65625,-1355.0625
Horsehead Dark Region DR-V c2-11,Horsehead Dark Sector,Unknown,453.5625,-400.625,-1278.78125
Horsehead Dark Region DR-V c2-9,Horsehead Dark Sector,Unknown,451.1875,-406.15625,-1300.3125
Horsehead Dark Region DR-V d2-11,Horsehead Dark Sector,Unknown,483.0625,-255.75,-1184.78125
Horsehead Dark Region DR-V d2-3,Horsehead Dark Sector,Unknown,493.40625,-264,-1180.71875
Horsehead Dark Region DW-V c2-0,Horsehead Dark Sector,Unknown,500.4375,-379.4375,-1301.40625
Horsehead Dark Region EM-U c3-8,Horsehead Dark Sector,Unknown,538.15625,-273.1875,-1247.25
Horsehead Dark Region EM-U c3-9,Horsehead Dark Sector,Unknown,539.9375,-280.875,-1249.03125
Horsehead Dark Region EW-K b9-0,Horsehead Dark Sector,Unknown,720.03125,-343.3125,-1201.03125
Horsehead Dark Region FB-X d1-1,Horsehead Dark Sector,Unknown,642.28125,-378.375,-1280.96875
Horsehead Dark Region FB-X d1-10,Horsehead Dark Sector,Unknown,610.875,-423.46875,-1294.40625
Horsehead Dark Region FB-X d1-12,Horsehead Dark Sector,Unknown,645.78125,-378.3125,-1253.625
Horsehead Dark Region FB-X d1-13,Horsehead Dark Sector,Unknown,642.65625,-371.5,-1265.625
Horsehead Dark Region FB-X d1-15,Horsehead Dark Sector,Unknown,652.28125,-400.59375,-1298.0625
Horsehead Dark Region FB-X d1-16,Horsehead Dark Sector,Unknown,647.375,-405.59375,-1294.4375
Horsehead Dark Region FB-X d1-17,Horsehead Dark Sector,Unknown,635.8125,-398.46875,-1301.09375
Horsehead Dark Region FB-X d1-18,Horsehead Dark Sector,Unknown,649.1875,-412.03125,-1290.75
Horsehead Dark Region FB-X d1-2,Horsehead Dark Sector,Unknown,652.28125,-382.46875,-1284.5625
Horsehead Dark Region FB-X d1-7,Horsehead Dark Sector,Unknown,640.09375,-355.8125,-1244
Horsehead Dark Region FD-P b7-0,Horsehead Dark Sector,Unknown,535.84375,-254.34375,-1242.1875
Horsehead Dark Region FG-X c1-2,Horsehead Dark Sector,Unknown,594.96875,-446.5,-1338
Horsehead Dark Region FH-U c3-0,Horsehead Dark Sector,Unknown,506.5625,-334.125,-1239.28125
Horsehead Dark Region FM-V d2-19,Horsehead Dark Sector,Unknown,457.65625,-335,-1150.84375
Horsehead Dark Region FM-V d2-8,Horsehead Dark Sector,Unknown,446.6875,-329.5,-1190.46875
Horsehead Dark Region FO-N b8-0,Horsehead Dark Sector,Unknown,497.1875,-242.28125,-1222.40625
Horsehead Dark Region FR-V c2-1,Horsehead Dark Sector,Unknown,522.53125,-411.90625,-1284.1875
Horsehead Dark Region FR-V c2-2,Horsehead Dark Sector,Unknown,519.71875,-401.84375,-1291.59375
Horsehead Dark Region FW-W d1-16,Horsehead Dark Sector,Unknown,432.75,-488.84375,-1239
Horsehead Dark Region FX-S c4-4,Horsehead Dark Sector,Unknown,502.78125,-236.40625,-1220.9375
Horsehead Dark Region FX-S c4-6,Horsehead Dark Sector,Unknown,498.9375,-244.4375,-1223.4375
Horsehead Dark Region GB-X d1-10,Horsehead Dark Sector,Unknown,662.46875,-405.59375,-1279.625
Horsehead Dark Region GB-X d1-11,Horsehead Dark Sector,Unknown,659.125,-414.25,-1242.0625
Horsehead Dark Region GB-X d1-12,Horsehead Dark Sector,Unknown,673.34375,-394.34375,-1235.875
Horsehead Dark Region GB-X d1-14,Horsehead Dark Sector,Unknown,687.71875,-393.09375,-1246.25
Horsehead Dark Region GB-X d1-3,Horsehead Dark Sector,Unknown,694.5625,-398.21875,-1273.34375
Horsehead Dark Region GB-X d1-6,Horsehead Dark Sector,Unknown,655.6875,-393.3125,-1257.4375
Horsehead Dark Region GC-T b4-0,Horsehead Dark Sector,Unknown,518.46875,-400.53125,-1302.625
Horsehead Dark Region GC-U c3-7,Horsehead Dark Sector,Unknown,466.4375,-381.28125,-1246.4375
Horsehead Dark Region GC-U c3-8,Horsehead Dark Sector,Unknown,457.25,-376.6875,-1225.90625
Horsehead Dark Region GM-U c3-4,Horsehead Dark Sector,Unknown,631.3125,-302.90625,-1242.78125
Horsehead Dark Region GM-U c3-5,Horsehead Dark Sector,Unknown,644.125,-274.5,-1233.15625
Horsehead Dark Region GM-U c3-8,Horsehead Dark Sector,Unknown,632.0625,-303.4375,-1235.90625
Horsehead Dark Region GO-N b8-0,Horsehead Dark Sector,Unknown,515.625,-239.53125,-1224.90625
Horsehead Dark Region GR-V c2-5,Horsehead Dark Sector,Unknown,545.5625,-422,-1303.375
Horsehead Dark Region GR-V d2-20,Horsehead Dark Sector,Unknown,669.53125,-250.78125,-1214.375
Horsehead Dark Region GR-V d2-23,Horsehead Dark Sector,Unknown,695.8125,-231.71875,-1192.9375
Horsehead Dark Region HB-O c6-11,Horsehead Dark Sector,Unknown,738.53125,-529.5,-1143.9375
Horsehead Dark Region HB-X d1-0,Horsehead Dark Sector,Unknown,749.34375,-351.375,-1249.9375
Horsehead Dark Region HB-X d1-1,Horsehead Dark Sector,Unknown,743.34375,-357.1875,-1245.5
Horsehead Dark Region HG-X c1-5,Horsehead Dark Sector,Unknown,676.46875,-456.15625,-1309.40625
Horsehead Dark Region HH-V d2-2,Horsehead Dark Sector,Unknown,435.65625,-347.21875,-1169.21875
Horsehead Dark Region HJ-N b8-0,Horsehead Dark Sector,Unknown,495.34375,-263.46875,-1221.78125
Horsehead Dark Region HM-V c2-3,Horsehead Dark Sector,Unknown,502.8125,-453.375,-1278.03125
Horsehead Dark Region HR-V c2-3,Horsehead Dark Sector,Unknown,579.78125,-421.8125,-1265.15625
Horsehead Dark Region HW-W d1-12,Horsehead Dark Sector,Unknown,648.09375,-430.9375,-1299.1875
Horsehead Dark Region HX-T c3-3,Horsehead Dark Sector,Unknown,446.84375,-398.03125,-1241.75
Horsehead Dark Region HX-T c3-7,Horsehead Dark Sector,Unknown,445.1875,-392.34375,-1231.53125
Horsehead Dark Region HX-T c3-8,Horsehead Dark Sector,Unknown,445.34375,-390.28125,-1237.5
Horsehead Dark Region IH-U c3-8,Horsehead Dark Sector,Unknown,638.25,-339.9375,-1239.71875
Horsehead Dark Region IM-U c3-6,Horsehead Dark Sector,Unknown,721.40625,-287,-1236.28125
Horsehead Dark Region IM-V c2-2,Horsehead Dark Sector,Unknown,538.78125,-446.5,-1299.3125
Horsehead Dark Region IM-V c2-7,Horsehead Dark Sector,Unknown,566.40625,-448.21875,-1281.65625
Horsehead Dark Region IM-V d2-14,Horsehead Dark Sector,Unknown,704.40625,-316.71875,-1196.21875
Horsehead Dark Region IN-S c4-10,Horsehead Dark Sector,Unknown,493.1875,-330.84375,-1185.0625
Horsehead Dark Region IO-O b7-0,Horsehead Dark Sector,Unknown,491.96875,-318.375,-1237.96875
