System,USSType,x,y,z,Check
Arietis Sector CV-Y b3,$USS_Type_DistressSignal;,-68.84375,-104.15625,-193.53125,pass
Arietis Sector CV-Y b3,$USS_Type_Salvage;,-68.84375,-104.15625,-193.53125,pass
Arietis Sector CV-Y b3,$USS_Type_ValuableSalvage;,-68.84375,-104.15625,-193.53125,pass
Arietis Sector CV-Y b4,$USS_Type_Convoy;,-66.90625,-103.625,-197.09375,pass
Arietis Sector CV-Y b5,$USS_Type_NonHuman;,-84.719,-86.469,-193.656,pass
Arietis Sector DL-Y c2,$USS_Type_Salvage;,-110.875,-114.46875,-179.6875,pass
Arietis Sector DL-Y d61,$USS_Type_ValuableSalvage;,-92.719,-95.938,-163.313,pass
Arietis Sector DL-Y d82,$USS_Type_NonHuman;,-71.125,-73.438,-175.719,pass
Arietis Sector DL-Y d84,$USS_Type_NonHuman;,-84.906,-89.625,-129.563,pass
Arietis Sector DQ-Y b1,$USS_Type_ValuableSalvage;,-97.906,-112.094,-195.531,pass
Arietis Sector DQ-Y b4,$USS_Type_Salvage;,-90.96875,-116.15625,-191.5,pass
Arietis Sector DQ-Y c19,$USS_Type_NonHuman;,-52.469,-87.094,-167.688,pass
Arietis Sector DV-Y b0,$USS_Type_Salvage;,-61.90625,-101.46875,-199.90625,pass
Arietis Sector DV-Y b0,$USS_Type_ValuableSalvage;,-61.906,-101.469,-199.906,pass
Arietis Sector DV-Y b1,$USS_Type_NonHuman;,-63.34375,-101.25,-202.125,pass
Arietis Sector DV-Y b3,$USS_Type_DistressSignal;,-59.781,-100.438,-197.281,pass
Arietis Sector DV-Y b3,$USS_Type_DistressSignal;,-59.78125,-100.4375,-197.28125,pass
Arietis Sector DV-Y b3,$USS_Type_Salvage;,-59.781,-100.438,-197.281,pass
Arietis Sector DV-Y b4,$USS_Type_DistressSignal;,-62.375,-100.4375,-202.5625,pass
ARIETIS SECTOR EQ-Y B0,$USS_Type_NonHuman;,-65.0625,-111.59375,-204.78125,pass
Arietis Sector FG-X b1-1,$USS_Type_ValuableSalvage;,-61.5,-82.65625,-179.1875,pass
Arietis Sector FG-X b1-3,$USS_Type_NonHuman;,-49.375,-74.34375,-170.90625,pass
Arietis Sector FG-X b1-5,$USS_Type_NonHuman;,-60.156,-69.563,-169.781,pass
Arietis Sector FG-X b1-5,$USS_Type_Salvage;,-60.15625,-69.5625,-169.78125,pass
Arietis Sector FG-Y d89,$USS_Type_ValuableSalvage;,-81.594,-105.594,-160.188,pass
Arietis Sector GB-X b1-4,$USS_Type_NonHuman;,-77.625,-93.25,-172.09375,pass
Arietis Sector GB-X b1-4,$USS_Type_NonHuman;,-77.625,-93.25,-172.094,pass
Arietis Sector GB-X b1-4,$USS_Type_ValuableSalvage;,-77.625,-93.25,-172.09375,pass
Arietis Sector GG-X b1-4,$USS_Type_NonHuman;,-37.469,-68.688,-166.594,pass
Arietis Sector GR-V b2-1,$USS_Type_ValuableSalvage;,-66.563,-45.844,-164.625,pass
Arietis Sector GW-W c1-8,$USS_Type_NonHuman;,-78.188,-81.906,-117.781,pass
Arietis Sector GY-P a6-2,$USS_Type_Salvage;,-129.313,-38.563,-154.438,pass
Arietis Sector HB-X b1-1,$USS_Type_ValuableSalvage;,-62.625,-104.656,-184.125,pass
Arietis Sector HR-V b2-2,$USS_Type_Salvage;,-52.78125,-64.03125,-150.28125,pass
Arietis Sector HW-W b1-3,$USS_Type_Convoy;,-89.625,-109.656,-180.563,pass
Arietis Sector HW-W b1-3,$USS_Type_DistressSignal;,-89.625,-109.656,-180.563,pass
Arietis Sector IB-X b1-1,$USS_Type_Salvage;,-35.84375,-102.78125,-182.71875,pass
Arietis Sector JH-V b2-0,$USS_Type_DistressSignal;,-101.469,-100.938,-164.125,pass
Arietis Sector JH-V b2-0,$USS_Type_ValuableSalvage;,-101.469,-100.938,-164.125,pass
Arietis Sector KE-O a7-1,$USS_Type_Salvage;,-133.063,-35.156,-138.031,pass
Arietis Sector KH-V b2-5,$USS_Type_ValuableSalvage;,-79.031,-99.875,-157.5,pass
Arietis Sector KM-V b2-1,$USS_Type_Salvage;,-32.438,-70.75,-163.844,pass
Arietis Sector KN-S b4-0,$USS_Type_DistressSignal;,-79.969,-11.875,-119.906,pass
Arietis Sector KN-S b4-0,$USS_Type_Salvage;,-79.969,-11.875,-119.906,pass
Arietis Sector KW-W b1-3,$USS_Type_Salvage;,-39.594,-117.906,-166.906,pass
Arietis Sector ME-O a7-2,$USS_Type_Salvage;,-108.25,-40.781,-144.375,pass
Arietis Sector ME-O a7-2,$USS_Type_ValuableSalvage;,-108.25,-40.781,-144.375,pass
Arietis Sector MH-V b2-4,$USS_Type_Salvage;,-32.406,-96.688,-148.688,pass
Arietis Sector NH-V b2-0,$USS_Type_ValuableSalvage;,-9.5625,-85.03125,-159.40625,pass
Arietis Sector OS-T b3-0,$USS_Type_Convoy;,-39.563,-81.594,-144.156,pass
Arietis Sector PT-Q b5-6,$USS_Type_Salvage;,-61.188,-24.344,-102.5,pass
Arietis Sector PY-R b4-2,$USS_Type_Salvage;,-99.313,-79.281,-113.031,pass
Arietis Sector UY-A b1,$USS_Type_NonHuman;,-73.313,-54.844,-209.156,pass
Arietis Sector WO-A c4,$USS_Type_Salvage;,-99.625,-57.188,-195.25,pass
Arietis Sector WT-A b2,$USS_Type_DistressSignal;,-77.5625,-76,-207.875,pass
Arietis Sector WT-A b2,$USS_Type_Salvage;,-77.5625,-76,-207.875,pass
Arietis Sector XE-Z b4,$USS_Type_Aftermath;,-98.781,-54.031,-199.688,pass
Arietis Sector XE-Z b4,$USS_Type_Salvage;,-98.781,-54.031,-199.688,pass
Arietis Sector XE-Z b4,$USS_Type_ValuableSalvage;,-98.781,-54.031,-199.688,pass
Arietis Sector XE-Z b5,$USS_Type_ValuableSalvage;,-95.781,-59.5,-187.156,pass
Arietis Sector YJ-A c21,$USS_Type_NonHuman;,-90.719,-89.031,-200.75,pass
Arietis Sector YJ-A c21,$USS_Type_Salvage;,-90.719,-89.031,-200.75,pass
Arietis Sector YJ-A c21,$USS_Type_ValuableSalvage;,-90.719,-89.031,-200.75,pass
Arietis Sector YL-T a4-5,$USS_Type_DistressSignal;,-127.5,-43.906,-165.5,pass
Arietis Sector YL-T a4-5,$USS_Type_WeaponsFire;,-127.5,-43.906,-165.5,pass
Arietis Sector YO-A b4,$USS_Type_ValuableSalvage;,-77.375,-104.656,-206.688,pass
Arietis Sector ZE-A d36,$USS_Type_NonHuman;,-70.75,-83.90625,-210.03125,pass
Arietis Sector ZE-A d36,$USS_Type_Salvage;,-70.75,-83.90625,-210.03125,pass
Arietis Sector ZE-A d36,$USS_Type_ValuableSalvage;,-70.75,-83.90625,-210.03125,pass
Arietis Sector ZE-A d44,$USS_Type_ValuableSalvage;,-74.969,-56,-197.656,pass
Arietis Sector ZE-A d74,$USS_Type_DistressSignal;,-94.5,-83.781,-207.125,pass
Arietis Sector ZJ-A c14,$USS_Type_DistressSignal;,-44.219,-90.75,-201.594,pass
Arietis Sector ZJ-A c14,$USS_Type_Salvage;,-44.21875,-90.75,-201.59375,pass
Arietis Sector ZJ-A c15,$USS_Type_ValuableSalvage;,-46.03125,-90.40625,-203.78125,pass
Arietis Sector ZJ-A c18,$USS_Type_Convoy;,-61.875,-73.40625,-211.59375,pass
Arietis Sector ZJ-A c18,$USS_Type_Salvage;,-61.875,-73.40625,-211.59375,pass
Arietis Sector ZJ-A c18,$USS_Type_ValuableSalvage;,-61.875,-73.40625,-211.59375,pass
Arietis Sector ZJ-A c5,$USS_Type_WeaponsFire;,-47.719,-78.313,-202.188,pass
Arietis Sector ZO-A b0,$USS_Type_NonHuman;,-64.78125,-85.375,-212.8125,pass
Arietis Sector ZO-A b1,$USS_Type_NonHuman;,-64.59375,-89.84375,-207.5,pass
Arietis Sector ZO-A b1,$USS_Type_Salvage;,-64.59375,-89.84375,-207.5,pass
Arietis Sector ZO-A b1,$USS_Type_ValuableSalvage;,-64.59375,-89.84375,-207.5,pass
Arietis Sector ZO-A b2,$USS_Type_Convoy;,-59.28125,-95.5,-206.03125,pass
Arietis Sector ZO-A b2,$USS_Type_Salvage;,-59.28125,-95.5,-206.03125,pass
Arinack,$USS_Type_VeryValuableSalvage;,11.9375,-43.03125,-22.90625,pass
Arine,$USS_Type_Aftermath;,-143.688,40.688,-77.5,pass
Arine,$USS_Type_ValuableSalvage;,-143.6875,40.6875,-77.5,pass
Arine,$USS_Type_VeryValuableSalvage;,-143.6875,40.6875,-77.5,pass
Arro Naga,$USS_Type_DistressSignal;,49.375,6.188,33.094,pass
Arro Naga,$USS_Type_Salvage;,49.375,6.1875,33.09375,pass
Arro Naga,$USS_Type_ValuableSalvage;,49.375,6.1875,33.09375,pass
Arro Naga,$USS_Type_VeryValuableSalvage;,49.375,6.1875,33.09375,pass
Arro Naga,$USS_Type_WeaponsFire;,49.375,6.188,33.094,pass
Ascella,$USS_Type_ValuableSalvage;,-10.625,-24.28125,84.125,pass
Asga'a,$USS_Type_Salvage;,91,-30.906,-34.281,pass
Ashtart,$USS_Type_Salvage;,18.5,65.844,3.281,pass
Asterope,$USS_Type_Convoy;,-80.156,-144.094,-333.375,pass
ASTEROPE,$USS_Type_NonHuman;,-80.15625,-144.09375,-333.375,pass
Asterope,$USS_Type_NonHuman;,-80.156,-144.094,-333.375,pass
Asterope,$USS_Type_NonHuman;,-80.15625,-144.09375,-333.375,pass
Asterope,$USS_Type_WeaponsFire;,-80.156,-144.094,-333.375,pass
Asvienses,$USS_Type_Salvage;,-36.5625,-112.0625,34.09375,pass
Atlas,$USS_Type_NonHuman;,-76.719,-147.344,-344.438,pass
Atlas,$USS_Type_Salvage;,-76.719,-147.344,-344.438,pass
Atlas,$USS_Type_ValuableSalvage;,-76.719,-147.344,-344.438,pass
Atlas,$USS_Type_WeaponsFire;,-76.71875,-147.34375,-344.4375,pass
Atlas,$USS_Type_WeaponsFire;,-76.719,-147.344,-344.438,pass
Aucopp SM-L c8-0,$USS_Type_Salvage;,-1705.563,-1003.938,1869.594,pass
Aucopp VM-L c24-8,$USS_Type_Salvage;,-1600.25,-147.969,2543.938,pass
Audhumis,$USS_Type_Salvage;,-111.34375,32.0625,-102.71875,pass
Audhumis,$USS_Type_WeaponsFire;,-111.34375,32.0625,-102.71875,pass
Aulin,$USS_Type_Salvage;,-19.6875,32.6875,4.75,pass
Aurgel,$USS_Type_Salvage;,89.125,-96.281,32.438,pass
Aymarahuara,$USS_Type_Ceremonial;,-151.5,39.406,-74.188,pass
B92 Sector JH-V c2-23,$USS_Type_Salvage;,-143.188,-15.625,624.281,pass
Ba Pin,$USS_Type_ValuableSalvage;,-163.25,7.906,-40.094,pass
BAG 7,$USS_Type_Aftermath;,-19.031,50.906,49.125,pass
Bamazin,$USS_Type_DistressSignal;,-101.406,-1.844,0.406,pass
Bamazin,$USS_Type_Salvage;,-101.406,-1.844,0.406,pass
Barnard's Star,$USS_Type_Convoy;,-3.031,1.375,4.938,pass
Barnard's Star,$USS_Type_MissionTarget;,-3.031,1.375,4.938,pass
Bast,$USS_Type_Aftermath;,-36.46875,16.15625,-34.9375,pass
Bast,$USS_Type_Aftermath;,-36.469,16.156,-34.938,pass
Bast,$USS_Type_Convoy;,-36.46875,16.15625,-34.9375,pass
Bast,$USS_Type_Convoy;,-36.469,16.156,-34.938,pass
Bast,$USS_Type_Salvage;,-36.46875,16.15625,-34.9375,pass
Bast,$USS_Type_Salvage;,-36.469,16.156,-34.938,pass
Bast,$USS_Type_ValuableSalvage;,-36.46875,16.15625,-34.9375,pass
Bast,$USS_Type_VeryValuableSalvage;,-36.46875,16.15625,-34.9375,pass
Bast,$USS_Type_WeaponsFire;,-36.46875,16.15625,-34.9375,pass
Bast,$USS_Type_WeaponsFire;,-36.469,16.156,-34.938,pass
Batz,$USS_Type_Salvage;,-23.1875,-59.53125,40.625,pass
BD-17 6172,$USS_Type_VeryValuableSalvage;,-29.0625,-41.90625,47.09375,pass
BD-22 3573,$USS_Type_MissionTarget;,68.063,75.313,63.375,pass
BD+06 5034,$USS_Type_MissionTarget;,-78.5625,-73.46875,21.71875,pass
BD+06 5034,$USS_Type_Salvage;,-78.5625,-73.46875,21.71875,pass
BD+13 693,$USS_Type_VeryValuableSalvage;,4.969,-42.875,-106.625,pass
BD+15 176,$USS_Type_VeryValuableSalvage;,-49.906,-68.344,-44.281,pass
BD+17 4808,$USS_Type_MissionTarget;,-71.8125,-51.375,4.03125,pass
BD+26 2184,$USS_Type_WeaponsFire;,13.219,64.219,-21.063,pass
BD+33 4395,$USS_Type_ValuableSalvage;,-97.313,-27.938,4.063,pass
BD+42 3917,$USS_Type_Aftermath;,-76.53125,-2.21875,7.75,pass
BD+46 2489,$USS_Type_Salvage;,-56.781,25.281,15.063,pass
Bese,$USS_Type_Aftermath;,70.8125,-64.3125,56.5,pass
Beta Comae Berenices,$USS_Type_Salvage;,-1.6875,29.65625,2.03125,pass
Beta Comae Berenices,$USS_Type_VeryValuableSalvage;,-1.6875,29.65625,2.03125,pass
Beta-3 Tucani,$USS_Type_Aftermath;,32.25,-55.188,23.875,pass
Beta-3 Tucani,$USS_Type_WeaponsFire;,32.25,-55.188,23.875,pass
Bhal,$USS_Type_Aftermath;,-87.031,-71.688,-134.656,pass
Bhal,$USS_Type_Convoy;,-87.031,-71.688,-134.656,pass
Bhal,$USS_Type_Convoy;,-87.03125,-71.6875,-134.65625,pass
Bhal,$USS_Type_DistressSignal;,-87.031,-71.688,-134.656,pass
Bhal,$USS_Type_NonHuman;,-87.031,-71.688,-134.656,pass
Bhal,$USS_Type_ValuableSalvage;,-87.031,-71.688,-134.656,pass
Bhal,$USS_Type_VeryValuableSalvage;,-87.031,-71.688,-134.656,pass
Bhal,$USS_Type_WeaponsFire;,-87.031,-71.688,-134.656,pass
Bhal,$USS_Type_WeaponsFire;,-87.03125,-71.6875,-134.65625,pass
Bhil Mina,$USS_Type_Salvage;,59.188,1.656,41.625,pass
Bhil Mina,$USS_Type_WeaponsFire;,59.188,1.656,41.625,pass
Bhilinool,$USS_Type_Aftermath;,121.5,-115.344,60.406,pass
Bhritzameno,$USS_Type_Salvage;,-11.313,-1.031,15.344,pass
Biham,$USS_Type_MissionTarget;,-66.59375,-58.09375,26.625,pass
Biham,$USS_Type_Salvage;,-66.59375,-58.09375,26.625,pass
Biham,$USS_Type_TradingBeacon;,-66.59375,-58.09375,26.625,pass
Binjhwar,$USS_Type_MissionTarget;,87.875,-172.53125,-76.78125,pass
Blatrimpe,$USS_Type_Aftermath;,29.125,11.3125,-15.875,pass
Blatrimpe,$USS_Type_Salvage;,29.125,11.3125,-15.875,pass
Blatrimpe,$USS_Type_Salvage;,29.125,11.313,-15.875,pass
Blatrimpe,$USS_Type_ValuableSalvage;,29.125,11.3125,-15.875,pass
Blatrimpe,$USS_Type_ValuableSalvage;,29.125,11.313,-15.875,pass
Blatrimpe,$USS_Type_VeryValuableSalvage;,29.125,11.3125,-15.875,pass
Bleae Thua BQ-R b45-2,$USS_Type_Salvage;,-1069.844,-15.781,2492.469,pass
Bleia Dryiae AI-I c26-43,$USS_Type_Salvage;,-1321.344,-68.375,5206.094,pass
Bleia Eohn EP-Y b4-0,$USS_Type_Salvage;,-1144.03125,-521.6875,1596.8125,pass
Bleia Eohn LD-I a119-2,$USS_Type_Salvage;,-1173.9375,-33.6875,2766.8125,pass
Bodedi,$USS_Type_Salvage;,-14.125,26.406,-14.531,pass
Bodedi,$USS_Type_ValuableSalvage;,-14.125,26.406,-14.531,pass
Bodedi,$USS_Type_VeryValuableSalvage;,-14.125,26.406,-14.531,pass
Bodharail,$USS_Type_Aftermath;,93.281,-69.781,27.531,pass
Bodharail,$USS_Type_Convoy;,93.281,-69.781,27.531,pass
Bodharail,$USS_Type_ValuableSalvage;,93.281,-69.781,27.531,pass
Bodharail,$USS_Type_VeryValuableSalvage;,93.281,-69.781,27.531,pass
Bodharail,$USS_Type_WeaponsFire;,93.281,-69.781,27.531,pass
Bolg,$USS_Type_Aftermath;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_Aftermath;,-7.90625,34.71875,2.125,pass
Bolg,$USS_Type_Convoy;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_Convoy;,-7.90625,34.71875,2.125,pass
Bolg,$USS_Type_DistressSignal;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_Salvage;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_TradingBeacon;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_ValuableSalvage;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_ValuableSalvage;,-7.90625,34.71875,2.125,pass
Bolg,$USS_Type_VeryValuableSalvage;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_WeaponsFire;,-7.906,34.719,2.125,pass
Bolg,$USS_Type_WeaponsFire;,-7.90625,34.71875,2.125,pass
Brestla,$USS_Type_Salvage;,159.469,-103.75,-19.688,pass
Brestla,$USS_Type_VeryValuableSalvage;,159.469,-103.75,-19.688,pass
Brib,$USS_Type_Ceremonial;,90.656,-106.5,11.25,pass
Brib,$USS_Type_WeaponsFire;,90.656,-106.5,11.25,pass
Bugas,$USS_Type_Convoy;,12.594,24.344,2.844,pass
Bunda,$USS_Type_VeryValuableSalvage;,65.625,17.96875,24.96875,pass
Bunuson,$USS_Type_Aftermath;,111.90625,-104.90625,-16.09375,pass
Bunuson,$USS_Type_MissionTarget;,111.90625,-104.90625,-16.09375,pass
Bunuson,$USS_Type_Salvage;,111.906,-104.906,-16.094,pass
Bunuson,$USS_Type_VeryValuableSalvage;,111.90625,-104.90625,-16.09375,pass
Bunuson,$USS_Type_WeaponsFire;,111.90625,-104.90625,-16.09375,pass
Byggvi,$USS_Type_Salvage;,23.375,150.344,37.313,pass
Cadubii,$USS_Type_WeaponsFire;,85.4375,-105.21875,-64,pass
California Sector BA-A e6,$USS_Type_DistressSignal;,-319.8125,-216.75,-913.46875,pass
California Sector BA-A e6,$USS_Type_DistressSignal;,-319.813,-216.75,-913.469,pass
California Sector BA-A e6,$USS_Type_Salvage;,-319.813,-216.75,-913.469,pass
California Sector BA-A e6,$USS_Type_ValuableSalvage;,-319.8125,-216.75,-913.46875,pass
California Sector BA-A e6,$USS_Type_ValuableSalvage;,-319.813,-216.75,-913.469,pass
California Sector BA-A e6,$USS_Type_WeaponsFire;,-319.8125,-216.75,-913.46875,pass
California Sector BA-A e6,$USS_Type_WeaponsFire;,-319.813,-216.75,-913.469,pass
California Sector BV-Y c7,$USS_Type_Convoy;,-342.313,-219.281,-952.719,pass
California Sector BV-Y c7,$USS_Type_DistressSignal;,-342.313,-219.281,-952.719,pass
California Sector BV-Y c7,$USS_Type_Salvage;,-342.3125,-219.28125,-952.71875,pass
California Sector BV-Y c7,$USS_Type_Salvage;,-342.313,-219.281,-952.719,pass
California Sector BV-Y c7,$USS_Type_ValuableSalvage;,-342.3125,-219.28125,-952.71875,pass
California Sector BV-Y c7,$USS_Type_ValuableSalvage;,-342.313,-219.281,-952.719,pass
California Sector HR-W d1-28,$USS_Type_Salvage;,-329.531,-218.5,-893.719,pass
California Sector HR-W d1-28,$USS_Type_ValuableSalvage;,-329.531,-218.5,-893.719,pass
California Sector JH-V c2-12,$USS_Type_ValuableSalvage;,-314.344,-221.719,-890.344,pass
California Sector JH-V c2-12,$USS_Type_WeaponsFire;,-314.344,-221.719,-890.344,pass
California Sector LX-T b3-0,$USS_Type_Salvage;,-337.906,-211.938,-927.031,pass
California Sector UO-R b4-0,$USS_Type_Salvage;,-362.531,-279.438,-920,pass
California Sector YP-X b1-0,$USS_Type_Salvage;,-399.594,-187.594,-978.438,pass
Candecama,$USS_Type_Aftermath;,56.75,-99.188,84.344,pass
Candecama,$USS_Type_WeaponsFire;,56.75,-99.188,84.344,pass
Cardea,$USS_Type_Salvage;,94.188,-106.031,21.094,pass
Catun,$USS_Type_Aftermath;,-4.719,25.625,-105.063,pass
Cauan Tzu,$USS_Type_DistressSignal;,-172.5,48.344,-100.938,pass
CD-37 641,$USS_Type_Salvage;,27.656,-112.75,-6.938,pass
CD-40 395,$USS_Type_MissionTarget;,34,-119.813,-1.031,pass
CD-40 395,$USS_Type_Salvage;,34,-119.813,-1.031,pass
CD-49 3617,$USS_Type_Aftermath;,140.813,-15.375,-6.75,pass
CD-52 187,$USS_Type_Aftermath;,33.813,-86.688,19.406,pass
CD-52 187,$USS_Type_Convoy;,33.813,-86.688,19.406,pass
CD-52 187,$USS_Type_Salvage;,33.813,-86.688,19.406,pass
CD-52 187,$USS_Type_ValuableSalvage;,33.813,-86.688,19.406,pass
CD-52 187,$USS_Type_VeryValuableSalvage;,33.813,-86.688,19.406,pass
CD-62 1454,$USS_Type_Salvage;,50.9375,-103.59375,56.25,pass
CD-62 1454,$USS_Type_VeryValuableSalvage;,50.9375,-103.59375,56.25,pass
CD-67 2611,$USS_Type_Salvage;,71.625,-114.3125,65.21875,pass
CD-67 2611,$USS_Type_VeryValuableSalvage;,71.625,-114.3125,65.21875,pass
Celaeno,$USS_Type_Aftermath;,-81.09375,-148.3125,-337.09375,pass
Celaeno,$USS_Type_Aftermath;,-81.094,-148.313,-337.094,pass
Celaeno,$USS_Type_Convoy;,-81.09375,-148.3125,-337.09375,pass
Celaeno,$USS_Type_MissionTarget;,-81.094,-148.313,-337.094,pass
Celaeno,$USS_Type_NonHuman;,-81.09375,-148.3125,-337.09375,pass
Celaeno,$USS_Type_NonHuman;,-81.094,-148.313,-337.094,pass
Celaeno,$USS_Type_Salvage;,-81.09375,-148.3125,-337.09375,pass
Celaeno,$USS_Type_ValuableSalvage;,-81.094,-148.313,-337.094,pass
Celaeno,$USS_Type_WeaponsFire;,-81.09375,-148.3125,-337.09375,pass
Celaeno,$USS_Type_WeaponsFire;,-81.094,-148.313,-337.094,pass
Cemiess,$USS_Type_Salvage;,66.0625,-105.34375,27.09375,pass
Cemiess,$USS_Type_ValuableSalvage;,66.0625,-105.34375,27.09375,pass
Cemiess,$USS_Type_VeryValuableSalvage;,66.0625,-105.34375,27.09375,pass
Cemplangpa,$USS_Type_Convoy;,26.063,-165.75,-9.406,pass
Ceos,$USS_Type_Salvage;,-348.656,13.875,-339.219,pass
Ceos,$USS_Type_Salvage;,-348.65625,13.875,-339.21875,pass
Cephei Sector CA-A c9,$USS_Type_Salvage;,-85.688,13.656,-69.594,pass
Cephei Sector DB-X b1-1,$USS_Type_Salvage;,-133.563,36.25,-60.813,pass
Cepheus Dark Region FW-V b2-0,$USS_Type_Salvage;,-1381.188,259.156,-163.844,pass
Cerktondhs,$USS_Type_Convoy;,-5.063,-23.563,59.25,pass
Ceut,$USS_Type_Salvage;,126.188,-101.125,67.563,pass
Ceut,$USS_Type_WeaponsFire;,126.188,-101.125,67.563,pass
Chacobog,$USS_Type_Salvage;,-161.15625,27.375,-72.75,pass
Chacobog,$USS_Type_WeaponsFire;,-161.156,27.375,-72.75,pass
Chamunda,$USS_Type_Salvage;,-47.219,-6.781,62.125,pass
Chapsugaibo,$USS_Type_Salvage;,42.563,-80.781,10.063,pass
Chentrima,$USS_Type_Aftermath;,-112.156,70.656,-94.156,pass
Chih Zhua,$USS_Type_Aftermath;,79.219,-20.406,26.875,pass
Chih Zhua,$USS_Type_TradingBeacon;,79.219,-20.406,26.875,pass
Chih Zhua,$USS_Type_ValuableSalvage;,79.219,-20.406,26.875,pass
Chih Zhua,$USS_Type_VeryValuableSalvage;,79.219,-20.406,26.875,pass
Chontaiko,$USS_Type_VeryValuableSalvage;,123.813,-14.063,66.719,pass
Chontantici,$USS_Type_WeaponsFire;,49.813,37.969,21.844,pass
Chorathia,$USS_Type_Salvage;,138.688,3.938,-38.313,pass
Chorathia,$USS_Type_ValuableSalvage;,138.688,3.938,-38.313,pass
Chorathia,$USS_Type_VeryValuableSalvage;,138.688,3.938,-38.313,pass
Chujohimba,$USS_Type_Convoy;,66.65625,-13.375,53.5625,pass
Chun,$USS_Type_Salvage;,-151.96875,-63.65625,68.625,pass
Cibola,$USS_Type_Convoy;,65.25,-156.438,6.188,pass
Cibola,$USS_Type_ValuableSalvage;,65.25,-156.438,6.188,pass
Cibola,$USS_Type_WeaponsFire;,65.25,-156.438,6.188,pass
Clayahu,$USS_Type_DistressSignal;,82.969,-76.063,37.219,pass
Clayahu,$USS_Type_ValuableSalvage;,82.969,-76.063,37.219,pass
Clayahu,$USS_Type_WeaponsFire;,82.969,-76.063,37.219,pass
Clota,$USS_Type_WeaponsFire;,-17.938,-147.219,-18.094,pass
Coelatuvean,$USS_Type_WeaponsFire;,6.031,-78.281,19.344,pass
Col 173 Sector QU-O d6-25,$USS_Type_Salvage;,878.84375,-205.5625,-156.59375,pass
Col 173 Sector UU-O d6-20,$USS_Type_Salvage;,1192.094,-209.156,-184.656,pass
Col 285 Sector AV-T a5-0,$USS_Type_NonHuman;,-159.625,-40.0625,-288.5625,pass
Col 285 Sector AV-T a5-0,$USS_Type_Salvage;,-159.625,-40.0625,-288.5625,pass
Col 285 Sector AV-T a5-1,$USS_Type_NonHuman;,-157.78125,-38.3125,-290.90625,pass
Col 285 Sector AV-Y d54,$USS_Type_NonHuman;,-149.3125,-96.5,-267.46875,pass
Col 285 Sector AV-Y d54,$USS_Type_Salvage;,-149.3125,-96.5,-267.46875,pass
Col 285 Sector BG-O d6-93,$USS_Type_ValuableSalvage;,45.781,-83.844,161.906,pass
Col 285 Sector BO-X a3-0,$USS_Type_NonHuman;,-54.375,-33.25,-312.53125,pass
Col 285 Sector BP-V a4-0,$USS_Type_NonHuman;,-114.625,-42.938,-302.094,pass
Col 285 Sector BV-Y d42,$USS_Type_NonHuman;,-83.406,-62,-285.094,pass
Col 285 Sector CI-V b18-0,$USS_Type_WeaponsFire;,55.375,198.531,40.438,pass
Col 285 Sector CR-M d7-61,$USS_Type_Salvage;,-59.375,-4.125,231.09375,pass
COL 285 SECTOR CV-X C1-17,$USS_Type_NonHuman;,-36.6875,-23.65625,-295.5,pass
Col 285 Sector CV-Y d32,$USS_Type_NonHuman;,-1.094,-58,-287.313,pass
Col 285 Sector CV-Y d71,$USS_Type_NonHuman;,-45.5625,-31.71875,-324.65625,pass
Col 285 Sector DO-D b14-1,$USS_Type_Salvage;,-150.688,139.375,-56.094,pass
Col 285 Sector EB-S a6-4,$USS_Type_NonHuman;,-155.125,-39.96875,-284.4375,pass
Col 285 Sector EB-X d1-39,$USS_Type_NonHuman;,-157.78125,-83.625,-260.5,pass
Col 285 Sector EB-X d1-39,$USS_Type_Salvage;,-157.78125,-83.625,-260.5,pass
Col 285 Sector EB-X d1-39,$USS_Type_ValuableSalvage;,-157.78125,-83.625,-260.5,pass
Col 285 Sector EK-K b23-0,$USS_Type_ValuableSalvage;,-207.563,-6.688,140.594,pass
Col 285 Sector EL-X c1-10,$USS_Type_NonHuman;,-141.688,-89.469,-288.656,pass
Col 285 Sector EL-X c1-10,$USS_Type_ValuableSalvage;,-141.688,-89.469,-288.656,pass
COL 285 SECTOR EL-X C1-6,$USS_Type_NonHuman;,-111.03125,-83.375,-274.15625,pass
Col 285 Sector EL-X c1-9,$USS_Type_NonHuman;,-139.719,-88.125,-283.438,pass
Col 285 Sector EV-T a5-1,$USS_Type_NonHuman;,-119.531,-41.906,-285.531,pass
Col 285 Sector EV-T a5-3,$USS_Type_NonHuman;,-124.125,-43.938,-285.375,pass
Col 285 Sector FB-X d1-52,$USS_Type_ValuableSalvage;,-137.75,-65.406,-224.75,pass
Col 285 Sector FB-X d1-52,$USS_Type_ValuableSalvage;,-137.75,-65.40625,-224.75,pass
Col 285 Sector FI-Q b6-1,$USS_Type_WeaponsFire;,-270.21875,8.375,-220.09375,pass
